Sistema, Dia, Hora, Eolica, Fotovoltaica,  Biomasa, Carboelectrica, Ciclo Combinado, Combustion Interna, Geotermoelectrica, Hidroelectrica, Nucleoelectrica, Termica Convencional, Turbo Gas
SEN,8/1/2020,8," 2,844 ", 69 , 26 ," 1,240 "," 21,214 ", 247 , 583 ," 1,689 "," 1,567 "," 1,587 "," 1,490 "
SEN,8/1/2020,9," 3,048 "," 1,059 ", 27 ," 1,239 "," 21,115 ", 249 , 580 ," 1,340 "," 1,567 "," 1,721 "," 1,485 "
SEN,8/1/2020,10," 3,066 "," 2,520 ", 23 ," 1,237 "," 20,733 ", 254 , 577 ," 1,188 "," 1,568 "," 1,745 "," 1,479 "
SEN,8/1/2020,11," 3,186 "," 3,070 ", 14 ," 1,201 "," 20,450 ", 255 , 573 ," 1,149 "," 1,568 "," 1,754 "," 1,470 "
SEN,8/1/2020,12," 3,445 "," 3,201 ", 20 , 936 ," 20,354 ", 251 , 572 ," 1,526 "," 1,568 "," 1,749 "," 1,467 "
SEN,8/1/2020,13," 3,743 "," 3,275 ", 24 , 918 ," 20,398 ", 245 , 570 ," 1,485 "," 1,567 "," 1,739 "," 1,454 "
SEN,8/1/2020,14," 4,092 "," 3,064 ", 16 , 913 ," 20,390 ", 224 , 558 ," 1,403 "," 1,566 "," 1,732 "," 1,462 "
SEN,8/1/2020,15," 4,257 "," 2,699 ", 24 , 918 ," 20,145 ", 222 , 546 ," 1,598 "," 1,565 "," 1,787 "," 1,475 "
SEN,8/1/2020,16," 4,286 "," 2,476 ", 17 , 973 ," 20,133 ", 228 , 546 ," 1,849 "," 1,564 "," 1,831 "," 1,550 "
SEN,8/1/2020,17," 4,278 "," 1,816 ", 13 ," 1,163 "," 20,641 ", 238 , 548 ," 1,809 "," 1,562 "," 1,893 "," 1,563 "
SEN,8/1/2020,18," 4,231 ", 591 , 12 ," 1,172 "," 21,044 ", 256 , 549 ," 2,595 "," 1,561 "," 2,010 "," 1,601 "
SEN,8/1/2020,19," 4,272 ", 33 , 9 ," 1,152 "," 21,116 ", 309 , 550 ," 3,857 "," 1,560 "," 2,020 "," 1,605 "
SEN,8/1/2020,20," 4,340 ", 0 , 9 ," 1,163 "," 21,355 ", 382 , 553 ," 4,671 "," 1,559 "," 2,048 "," 1,595 "
SEN,8/1/2020,21," 4,308 ", -   , 22 ," 1,172 "," 21,417 ", 380 , 555 ," 4,240 "," 1,558 "," 2,024 "," 1,595 "
SEN,8/1/2020,22," 4,391 ", -   , 28 ," 1,246 "," 21,358 ", 373 , 555 ," 2,779 "," 1,559 "," 1,969 "," 1,565 "
SEN,8/1/2020,23," 4,448 ", -   , 25 ," 1,333 "," 20,951 ", 270 , 557 ," 1,671 "," 1,560 "," 1,800 "," 1,537 "
SEN,8/1/2020,24," 4,433 ", -   , 25 ," 1,423 "," 20,220 ", 253 , 554 ," 1,170 "," 1,561 "," 1,500 "," 1,471 "
SEN,9/1/2020,1," 4,343 ", -   , 26 ," 1,427 "," 18,763 ", 243 , 555 , 824 ," 1,562 "," 1,292 "," 1,450 "
SEN,9/1/2020,2," 4,272 ", -   , 27 ," 1,429 "," 18,135 ", 239 , 557 , 842 ," 1,563 "," 1,267 "," 1,450 "
SEN,9/1/2020,3," 4,219 ", -   , 24 ," 1,406 "," 17,334 ", 238 , 558 , 929 ," 1,563 "," 1,224 "," 1,448 "
SEN,9/1/2020,4," 4,117 ", -   , 24 ," 1,410 "," 17,317 ", 241 , 559 , 908 ," 1,564 "," 1,223 "," 1,447 "
SEN,9/1/2020,5," 4,106 ", -   , 24 ," 1,411 "," 17,369 ", 269 , 559 , 908 ," 1,564 "," 1,222 "," 1,450 "
SEN,9/1/2020,6," 4,035 ", -   , 24 ," 1,423 "," 18,218 ", 306 , 557 , 950 ," 1,564 "," 1,226 "," 1,454 "
SEN,9/1/2020,7," 4,018 ", 0 , 22 ," 1,429 "," 19,580 ", 360 , 557 ," 1,035 "," 1,564 "," 1,319 "," 1,487 "
SEN,9/1/2020,8," 3,986 ", 50 , 25 ," 1,415 "," 20,554 ", 362 , 557 ," 1,498 "," 1,564 "," 1,399 "," 1,487 "
SEN,9/1/2020,9," 3,828 ", 911 , 21 ," 1,391 "," 20,647 ", 371 , 549 ," 1,766 "," 1,564 "," 1,365 "," 1,463 "
SEN,9/1/2020,10," 3,856 "," 2,296 ", 27 ," 1,391 "," 20,748 ", 378 , 540 ," 1,118 "," 1,565 "," 1,395 "," 1,462 "
SEN,9/1/2020,11," 3,926 "," 2,907 ", 27 ," 1,419 "," 20,206 ", 380 , 535 ," 1,186 "," 1,564 "," 1,433 "," 1,508 "
SEN,9/1/2020,12," 3,897 "," 3,247 ", 25 ," 1,465 "," 19,894 ", 372 , 532 ," 1,568 "," 1,563 "," 1,417 "," 1,486 "
SEN,9/1/2020,13," 3,885 "," 3,038 ", 27 ," 1,503 "," 20,157 ", 370 , 532 ," 1,573 "," 1,562 "," 1,409 "," 1,493 "
SEN,9/1/2020,14," 3,899 "," 2,873 ", 19 ," 1,434 "," 20,328 ", 274 , 540 ," 1,605 "," 1,563 "," 1,426 "," 1,513 "
SEN,9/1/2020,15," 3,901 "," 2,800 ", 26 ," 1,415 "," 20,136 ", 280 , 542 ," 1,997 "," 1,560 "," 1,473 "," 1,457 "
SEN,9/1/2020,16," 3,910 "," 2,528 ", 25 ," 1,424 "," 20,386 ", 274 , 539 ," 2,229 "," 1,557 "," 1,528 "," 1,483 "
SEN,9/1/2020,17," 3,691 "," 2,159 ", 26 ," 1,644 "," 20,779 ", 312 , 539 ," 2,216 "," 1,556 "," 1,604 "," 1,506 "
SEN,9/1/2020,18," 3,709 "," 1,063 ", 26 ," 1,754 "," 20,688 ", 325 , 541 ," 2,915 "," 1,555 "," 1,781 "," 1,531 "
SEN,9/1/2020,19," 3,801 ", 54 , 21 ," 1,804 "," 21,402 ", 405 , 543 ," 3,494 "," 1,556 "," 1,897 "," 1,551 "
SEN,9/1/2020,20," 3,848 ", 0 , 22 ," 1,811 "," 21,584 ", 403 , 544 ," 4,629 "," 1,557 "," 1,897 "," 1,593 "
SEN,9/1/2020,21," 3,950 ", -   , 27 ," 1,774 "," 21,399 ", 411 , 545 ," 4,287 "," 1,558 "," 1,870 "," 1,575 "
SEN,9/1/2020,22," 3,883 ", -   , 26 ," 1,764 "," 21,186 ", 413 , 548 ," 3,252 "," 1,559 "," 1,817 "," 1,533 "
SEN,9/1/2020,23," 4,038 ", -   , 27 ," 1,740 "," 20,858 ", 395 , 552 ," 2,140 "," 1,540 "," 1,746 "," 1,527 "
SEN,9/1/2020,24," 4,068 ", -   , 26 ," 1,333 "," 20,462 ", 376 , 548 ," 1,585 "," 1,519 "," 1,560 "," 1,492 "
SEN,10/1/2020,1," 3,899 ", -   , 24 ," 1,245 "," 19,409 ", 369 , 543 ," 1,100 "," 1,512 "," 1,496 "," 1,412 "
SEN,10/1/2020,2," 3,679 ", -   , 24 ," 1,245 "," 18,816 ", 364 , 543 ," 1,017 "," 1,508 "," 1,380 "," 1,409 "
SEN,10/1/2020,3," 3,586 ", -   , 23 ," 1,246 "," 18,095 ", 362 , 544 , 950 ," 1,505 "," 1,374 "," 1,408 "
SEN,10/1/2020,4," 3,457 ", -   , 24 ," 1,251 "," 17,857 ", 327 , 543 ," 1,092 "," 1,421 "," 1,376 "," 1,409 "
SEN,10/1/2020,5," 3,334 ", -   , 19 ," 1,248 "," 18,313 ", 308 , 544 ," 1,008 "," 1,196 "," 1,381 "," 1,409 "
SEN,10/1/2020,6," 3,378 ", -   , 20 ," 1,244 "," 19,091 ", 364 , 544 ," 1,211 "," 1,011 "," 1,381 "," 1,409 "
SEN,10/1/2020,7," 3,218 ", 0 , 22 ," 1,398 "," 20,414 ", 362 , 544 ," 1,779 ", 887 ," 1,538 "," 1,440 "
SEN,10/1/2020,8," 3,032 ", 55 , 9 ," 1,707 "," 20,706 ", 349 , 543 ," 2,096 ", 850 ," 1,664 "," 1,505 "
SEN,10/1/2020,9," 3,064 ", 979 , 3 ," 1,863 "," 20,827 ", 344 , 540 ," 1,967 ", 798 ," 1,765 "," 1,541 "
SEN,10/1/2020,10," 3,386 "," 2,312 ", 3 ," 1,874 "," 20,414 ", 338 , 535 ," 1,747 ", 781 ," 1,759 "," 1,512 "
SEN,10/1/2020,11," 3,432 "," 3,148 ", 3 ," 1,888 "," 19,973 ", 300 , 534 ," 1,689 ", 780 ," 1,814 "," 1,641 "
SEN,10/1/2020,12," 3,346 "," 3,217 ", 3 ," 1,878 "," 20,026 ", 298 , 537 ," 2,214 ", 780 ," 1,774 "," 1,692 "
SEN,10/1/2020,13," 3,352 "," 3,328 ", 3 ," 1,851 "," 20,135 ", 301 , 538 ," 2,058 ", 779 ," 1,749 "," 1,711 "
SEN,10/1/2020,14," 3,197 "," 3,241 ", 3 ," 1,818 "," 20,155 ", 303 , 539 ," 1,988 ", 779 ," 1,747 "," 1,890 "
SEN,10/1/2020,15," 3,037 "," 3,087 ", 3 ," 1,824 "," 19,934 ", 309 , 538 ," 2,383 ", 779 ," 1,761 "," 2,095 "
SEN,10/1/2020,16," 2,847 "," 2,900 ", 10 ," 1,820 "," 19,978 ", 321 , 535 ," 2,694 ", 778 ," 1,804 "," 2,121 "
SEN,10/1/2020,17," 2,738 "," 2,442 ", 12 ," 1,810 "," 20,338 ", 339 , 537 ," 2,888 ", 778 ," 1,884 "," 2,153 "
SEN,10/1/2020,18," 2,727 "," 1,128 ", 10 ," 1,842 "," 20,466 ", 401 , 539 ," 3,401 ", 777 ," 1,877 "," 2,191 "
SEN,10/1/2020,19," 2,865 ", 68 , 21 ," 1,881 "," 21,415 ", 407 , 539 ," 3,958 ", 776 ," 1,896 "," 2,243 "
SEN,10/1/2020,20," 2,994 ", 7 , 27 ," 1,857 "," 21,532 ", 405 , 538 ," 4,908 ", 777 ," 1,869 "," 2,237 "
SEN,10/1/2020,21," 3,088 ", -   , 29 ," 1,864 "," 21,227 ", 400 , 539 ," 4,599 ", 777 ," 1,868 "," 2,249 "
SEN,10/1/2020,22," 3,046 ", -   , 27 ," 1,852 "," 21,014 ", 399 , 540 ," 3,718 ", 778 ," 1,846 "," 2,244 "
SEN,10/1/2020,23," 2,794 ", -   , 27 ," 1,855 "," 21,009 ", 387 , 541 ," 2,764 ", 778 ," 1,821 "," 2,238 "
SEN,10/1/2020,24," 2,463 ", -   , 23 ," 1,804 "," 20,757 ", 376 , 544 ," 2,367 ", 779 ," 1,812 "," 1,904 "
SEN,11/1/2020,1," 2,616 ", -   , 24 ," 1,852 "," 20,324 ", 367 , 545 ," 1,301 ", 779 ," 1,795 "," 1,663 "
SEN,11/1/2020,2," 2,626 ", -   , 27 ," 1,605 "," 19,587 ", 357 , 546 ," 1,230 ", 779 ," 1,745 "," 1,551 "
SEN,11/1/2020,3," 2,826 ", -   , 27 ," 1,336 "," 19,109 ", 356 , 546 ," 1,038 ", 780 ," 1,714 "," 1,519 "
SEN,11/1/2020,4," 2,718 ", -   , 26 ," 1,227 "," 18,858 ", 355 , 546 , 948 , 780 ," 1,684 "," 1,517 "
SEN,11/1/2020,5," 2,633 ", -   , 26 ," 1,225 "," 18,890 ", 356 , 546 , 993 , 780 ," 1,731 "," 1,522 "
SEN,11/1/2020,6," 2,564 ", -   , 25 ," 1,390 "," 19,022 ", 359 , 546 , 909 , 780 ," 1,740 "," 1,519 "
SEN,11/1/2020,7," 2,368 ", 0 , 25 ," 1,704 "," 19,570 ", 365 , 548 ," 1,157 ", 779 ," 1,750 "," 1,519 "
SEN,11/1/2020,8," 2,151 ", 54 , 27 ," 1,808 "," 19,812 ", 367 , 548 ," 1,505 ", 780 ," 1,800 "," 1,524 "
SEN,11/1/2020,9," 1,733 ", 935 , 28 ," 1,807 "," 19,873 ", 364 , 548 ," 2,078 ", 780 ," 1,756 "," 1,533 "
SEN,11/1/2020,10," 1,471 "," 2,616 ", 28 ," 1,798 "," 19,784 ", 279 , 546 ," 2,093 ", 779 ," 1,832 "," 1,561 "
SEN,11/1/2020,11," 1,681 "," 3,531 ", 27 ," 1,802 "," 19,140 ", 240 , 545 ," 1,930 ", 779 ," 1,924 "," 1,644 "
SEN,11/1/2020,12," 1,667 "," 3,612 ", 25 ," 1,791 "," 19,040 ", 245 , 541 ," 2,210 ", 779 ," 1,941 "," 1,831 "
SEN,11/1/2020,13," 1,432 "," 3,587 ", 26 ," 1,800 "," 19,364 ", 248 , 535 ," 2,087 ", 779 ," 2,087 "," 1,863 "
SEN,11/1/2020,14," 1,273 "," 3,587 ", 26 ," 1,792 "," 19,121 ", 245 , 539 ," 2,106 ", 779 ," 2,249 "," 1,898 "
SEN,11/1/2020,15," 1,919 "," 3,682 ", 25 ," 1,570 "," 18,988 ", 247 , 537 ," 1,308 ", 779 ," 2,151 "," 1,997 "
SEN,11/1/2020,16," 2,848 "," 3,651 ", 27 ," 1,244 "," 18,763 ", 260 , 536 ," 1,063 ", 779 ," 2,098 "," 1,795 "
SEN,11/1/2020,17," 2,684 "," 3,287 ", 28 ," 1,240 "," 18,947 ", 303 , 537 ," 1,395 ", 780 ," 2,030 "," 1,696 "
SEN,11/1/2020,18," 2,568 "," 1,503 ", 27 ," 1,244 "," 20,017 ", 345 , 538 ," 2,247 ", 780 ," 2,057 "," 1,670 "
SEN,11/1/2020,19," 2,621 ", 85 , 27 ," 1,761 "," 21,262 ", 408 , 537 ," 3,397 ", 781 ," 2,262 "," 1,683 "
SEN,11/1/2020,20," 2,847 ", 1 , 26 ," 1,948 "," 21,345 ", 406 , 538 ," 3,224 ", 781 ," 2,448 "," 1,629 "
SEN,11/1/2020,21," 3,314 ", -   , 26 ," 1,880 "," 21,567 ", 407 , 540 ," 2,057 ", 781 ," 2,420 "," 1,612 "
SEN,11/1/2020,22," 3,713 ", -   , 27 ," 1,261 "," 21,310 ", 399 , 540 ," 1,978 ", 782 ," 2,308 "," 1,617 "
SEN,11/1/2020,23," 3,777 ", -   , 23 ," 1,229 "," 20,830 ", 389 , 541 ," 1,806 ", 782 ," 2,285 "," 1,616 "
SEN,11/1/2020,24," 3,863 ", -   , 27 ," 1,242 "," 19,729 ", 381 , 543 ," 1,169 ", 782 ," 2,022 "," 1,569 "
SEN,12/1/2020,1," 3,854 ", -   , 24 ," 1,245 "," 18,827 ", 365 , 544 ," 1,032 ", 782 ," 1,756 "," 1,436 "
SEN,12/1/2020,2," 3,804 ", -   , 24 ," 1,244 "," 17,564 ", 306 , 543 , 985 , 782 ," 1,768 "," 1,355 "
SEN,12/1/2020,3," 3,651 ", -   , 23 ," 1,238 "," 16,978 ", 235 , 543 ," 1,160 ", 782 ," 1,769 "," 1,353 "
SEN,12/1/2020,4," 3,322 ", -   , 21 ," 1,244 "," 16,932 ", 233 , 544 , 973 , 782 ," 1,748 "," 1,354 "
SEN,12/1/2020,5," 3,236 ", -   , 17 ," 1,236 "," 16,873 ", 233 , 544 , 955 , 782 ," 1,721 "," 1,351 "
SEN,12/1/2020,6," 3,217 ", -   , 24 ," 1,234 "," 16,857 ", 235 , 542 ," 1,007 ", 782 ," 1,742 "," 1,372 "
SEN,12/1/2020,7," 3,346 ", 0 , 26 ," 1,232 "," 16,513 ", 239 , 543 ," 1,101 ", 782 ," 1,751 "," 1,372 "
SEN,12/1/2020,8," 3,310 ", 55 , 27 ," 1,236 "," 16,456 ", 239 , 541 ," 1,268 ", 781 ," 1,758 "," 1,373 "
SEN,12/1/2020,9," 3,232 ", 920 , 26 ," 1,234 "," 16,177 ", 238 , 540 ," 1,065 ", 781 ," 1,751 "," 1,377 "
SEN,12/1/2020,10," 3,081 "," 2,438 ", 25 ," 1,232 "," 15,895 ", 246 , 540 , 852 , 781 ," 1,757 "," 1,379 "
SEN,12/1/2020,11," 3,238 "," 3,224 ", 28 ," 1,218 "," 15,346 ", 257 , 538 , 908 , 781 ," 1,845 "," 1,379 "
SEN,12/1/2020,12," 3,530 "," 3,105 ", 26 ," 1,228 "," 14,962 ", 252 , 539 ," 1,338 ", 781 ," 1,825 "," 1,390 "
SEN,12/1/2020,13," 3,487 "," 3,052 ", 26 ," 1,231 "," 15,297 ", 250 , 542 ," 1,179 ", 782 ," 1,793 "," 1,421 "
SEN,12/1/2020,14," 3,517 "," 2,885 ", 26 ," 1,239 "," 15,346 ", 248 , 542 ," 1,249 ", 782 ," 1,800 "," 1,427 "
SEN,12/1/2020,15," 3,674 "," 2,663 ", 24 ," 1,243 "," 15,457 ", 251 , 541 ," 1,284 ", 782 ," 1,814 "," 1,417 "
SEN,12/1/2020,16," 3,647 "," 2,303 ", 27 ," 1,241 "," 15,589 ", 255 , 541 ," 1,297 ", 782 ," 1,848 "," 1,442 "
SEN,12/1/2020,17," 3,588 "," 2,082 ", 28 ," 1,248 "," 15,977 ", 261 , 541 ," 1,478 ", 782 ," 1,918 "," 1,503 "
SEN,12/1/2020,18," 3,445 ", 881 , 23 ," 1,249 "," 17,283 ", 272 , 541 ," 1,867 ", 782 ," 2,128 "," 1,462 "
SEN,12/1/2020,19," 3,381 ", 49 , 26 ," 1,420 "," 19,736 ", 289 , 543 ," 2,293 ", 782 ," 2,381 "," 1,445 "
SEN,12/1/2020,20," 3,527 ", 0 , 23 ," 1,633 "," 21,149 ", 288 , 546 ," 2,785 ", 783 ," 2,331 "," 1,447 "
SEN,12/1/2020,21," 3,533 ", -   , 27 ," 1,634 "," 21,121 ", 287 , 548 ," 2,775 ", 783 ," 2,296 "," 1,452 "
SEN,12/1/2020,22," 3,483 ", -   , 27 ," 1,635 "," 21,064 ", 293 , 548 ," 2,013 ", 783 ," 2,225 "," 1,463 "
SEN,12/1/2020,23," 3,355 ", -   , 27 ," 1,308 "," 20,805 ", 380 , 549 ," 1,246 ", 782 ," 2,119 "," 1,401 "
SEN,12/1/2020,24," 3,230 ", -   , 26 ," 1,240 "," 19,508 ", 369 , 550 , 878 , 782 ," 1,918 "," 1,372 "
SEN,13/1/2020,1," 3,285 ", -   , 27 ," 1,239 "," 17,751 ", 347 , 551 , 913 , 782 ," 1,819 "," 1,389 "
SEN,13/1/2020,2," 3,144 ", -   , 26 ," 1,240 "," 17,008 ", 324 , 551 , 943 , 783 ," 1,827 "," 1,388 "
SEN,13/1/2020,3," 2,720 ", -   , 24 ," 1,245 "," 16,684 ", 286 , 551 , 859 , 782 ," 1,849 "," 1,389 "
SEN,13/1/2020,4," 2,499 ", -   , 27 ," 1,246 "," 16,644 ", 286 , 551 ," 1,050 ", 782 ," 1,897 "," 1,381 "
SEN,13/1/2020,5," 2,610 ", -   , 27 ," 1,236 "," 16,722 ", 330 , 551 , 968 , 782 ," 1,998 "," 1,379 "
SEN,13/1/2020,6," 2,600 ", -   , 28 ," 1,240 "," 17,550 ", 338 , 551 ," 1,067 ", 782 ," 2,112 "," 1,383 "
SEN,13/1/2020,7," 2,559 ", 0 , 28 ," 1,242 "," 19,795 ", 355 , 552 , 993 , 782 ," 2,321 "," 1,413 "
SEN,13/1/2020,8," 2,453 ", 61 , 29 ," 1,243 "," 20,772 ", 358 , 551 ," 1,707 ", 782 ," 2,433 "," 1,520 "
SEN,13/1/2020,9," 2,493 ", 750 , 28 ," 1,399 "," 21,143 ", 363 , 547 ," 1,852 ", 781 ," 2,506 "," 1,516 "
SEN,13/1/2020,10," 2,578 "," 2,019 ", 18 ," 1,570 "," 20,714 ", 364 , 541 ," 1,680 ", 781 ," 2,668 "," 1,535 "
SEN,13/1/2020,11," 2,812 "," 2,820 ", 25 ," 1,562 "," 20,451 ", 355 , 540 ," 1,405 ", 781 ," 2,828 "," 1,536 "
SEN,13/1/2020,12," 2,971 "," 3,058 ", 25 ," 1,667 "," 20,526 ", 360 , 496 ," 1,453 ", 796 ," 2,854 "," 1,540 "
SEN,13/1/2020,13," 3,092 "," 3,071 ", 21 ," 1,590 "," 20,511 ", 346 , 523 ," 1,598 ", 883 ," 2,842 "," 1,535 "
SEN,13/1/2020,14," 3,370 "," 3,119 ", 26 ," 1,425 "," 20,338 ", 351 , 543 ," 1,612 ", 929 ," 2,870 "," 1,497 "
SEN,13/1/2020,15," 3,472 "," 3,062 ", 26 ," 1,286 "," 20,269 ", 359 , 542 ," 1,656 ", 989 ," 2,970 "," 1,451 "
SEN,13/1/2020,16," 3,521 "," 2,929 ", 29 ," 1,245 "," 20,193 ", 369 , 542 ," 1,772 "," 1,059 "," 3,047 "," 1,452 "
SEN,13/1/2020,17," 3,470 "," 2,543 ", 24 ," 1,250 "," 20,388 ", 373 , 541 ," 1,760 "," 1,139 "," 3,107 "," 1,482 "
SEN,13/1/2020,18," 3,453 "," 1,197 ", 25 ," 1,529 "," 21,131 ", 389 , 537 ," 1,976 "," 1,222 "," 3,068 "," 1,584 "
SEN,13/1/2020,19," 3,380 ", 79 , 27 ," 1,923 "," 21,600 ", 406 , 537 ," 2,541 "," 1,271 "," 3,340 "," 1,680 "
SEN,13/1/2020,20," 3,298 ", 0 , 29 ," 2,025 "," 21,788 ", 405 , 540 ," 3,559 "," 1,266 "," 3,588 "," 1,755 "
SEN,13/1/2020,21," 3,223 ", -   , 27 ," 2,007 "," 21,682 ", 402 , 540 ," 3,464 "," 1,324 "," 3,655 "," 1,745 "
SEN,13/1/2020,22," 3,246 ", -   , 27 ," 1,998 "," 21,685 ", 392 , 544 ," 2,316 "," 1,393 "," 3,576 "," 1,649 "
SEN,13/1/2020,23," 3,477 ", -   , 21 ," 1,591 "," 21,246 ", 370 , 548 ," 1,822 "," 1,479 "," 3,166 "," 1,559 "
SEN,13/1/2020,24," 3,538 ", -   , 11 ," 1,263 "," 20,449 ", 369 , 547 ," 1,231 "," 1,542 "," 2,927 "," 1,541 "
SEN,14/1/2020,1," 3,565 ", -   , 3 ," 1,245 "," 19,120 ", 353 , 572 , 835 ," 1,551 "," 2,776 "," 1,538 "
SEN,14/1/2020,2," 3,482 ", -   , 3 ," 1,240 "," 18,112 ", 345 , 572 , 858 ," 1,541 "," 2,757 "," 1,539 "
SEN,14/1/2020,3," 3,340 ", -   , 7 ," 1,243 "," 17,639 ", 344 , 573 , 969 ," 1,528 "," 2,587 "," 1,540 "
SEN,14/1/2020,4," 3,342 ", -   , 26 ," 1,246 "," 17,492 ", 347 , 573 , 960 ," 1,514 "," 2,517 "," 1,541 "
SEN,14/1/2020,5," 3,259 ", -   , 28 ," 1,251 "," 17,591 ", 347 , 574 , 949 ," 1,499 "," 2,517 "," 1,542 "
SEN,14/1/2020,6," 3,188 ", -   , 27 ," 1,253 "," 17,967 ", 354 , 574 ," 1,334 "," 1,493 "," 2,592 "," 1,542 "
SEN,14/1/2020,7," 3,165 ", 0 , 28 ," 1,256 "," 19,427 ", 361 , 575 ," 1,304 "," 1,505 "," 2,868 "," 1,567 "
SEN,14/1/2020,8," 3,222 ", 48 , 29 ," 1,250 "," 20,171 ", 362 , 557 ," 1,836 "," 1,494 "," 2,956 "," 1,614 "
SEN,14/1/2020,9," 3,114 ", 713 , 28 ," 1,249 "," 20,451 ", 353 , 564 ," 1,897 "," 1,484 "," 3,010 "," 1,597 "
SEN,14/1/2020,10," 2,932 "," 1,937 ", 27 ," 1,242 "," 20,506 ", 357 , 562 ," 1,862 "," 1,474 "," 3,110 "," 1,551 "
SEN,14/1/2020,11," 2,986 "," 2,983 ", 29 ," 1,233 "," 20,145 ", 355 , 561 ," 1,440 "," 1,466 "," 3,215 "," 1,514 "
SEN,14/1/2020,12," 3,212 "," 3,411 ", 28 ," 1,241 "," 20,020 ", 341 , 563 ," 1,398 "," 1,444 "," 3,212 "," 1,552 "
SEN,14/1/2020,13," 3,387 "," 3,258 ", 27 ," 1,237 "," 20,174 ", 350 , 562 ," 1,487 "," 1,439 "," 3,255 "," 1,613 "
SEN,14/1/2020,14," 3,394 "," 3,147 ", 27 ," 1,244 "," 19,988 ", 361 , 561 ," 1,468 "," 1,438 "," 3,330 "," 1,741 "
SEN,14/1/2020,15," 3,483 "," 2,907 ", 28 ," 1,252 "," 19,938 ", 369 , 562 ," 1,702 "," 1,430 "," 3,218 "," 1,666 "
SEN,14/1/2020,16," 3,804 "," 2,567 ", 27 ," 1,247 "," 20,271 ", 379 , 559 ," 1,841 "," 1,424 "," 3,157 "," 1,678 "
SEN,14/1/2020,17," 3,857 "," 1,798 ", 26 ," 1,442 "," 20,601 ", 384 , 559 ," 1,877 "," 1,418 "," 3,258 "," 1,696 "
SEN,14/1/2020,18," 3,818 ", 663 , 28 ," 1,689 "," 21,117 ", 403 , 560 ," 1,910 "," 1,414 "," 3,430 "," 1,813 "
SEN,14/1/2020,19," 3,804 ", 31 , 26 ," 1,954 "," 21,482 ", 409 , 561 ," 2,530 "," 1,410 "," 3,651 "," 1,842 "
SEN,14/1/2020,20," 3,807 ", 0 , 27 ," 2,038 "," 20,607 ", 406 , 567 ," 4,423 "," 1,406 "," 3,807 "," 1,861 "
SEN,14/1/2020,21," 3,777 ", -   , 29 ," 2,021 "," 20,394 ", 406 , 572 ," 4,146 "," 1,403 "," 3,957 "," 1,914 "
SEN,14/1/2020,22," 3,817 ", -   , 29 ," 2,028 "," 20,573 ", 403 , 575 ," 2,913 "," 1,400 "," 4,017 "," 1,664 "
SEN,14/1/2020,23," 3,742 ", -   , 27 ," 1,827 "," 20,699 ", 383 , 578 ," 1,943 "," 1,398 "," 3,764 "," 1,485 "
SEN,14/1/2020,24," 3,688 ", -   , 21 ," 1,469 "," 20,119 ", 374 , 581 ," 1,640 "," 1,397 "," 3,426 "," 1,474 "
SEN,15/1/2020,1," 3,676 ", -   , 25 ," 1,227 "," 19,193 ", 363 , 583 ," 1,292 "," 1,401 "," 3,023 "," 1,474 "
SEN,15/1/2020,2," 3,567 ", -   , 27 ," 1,239 "," 18,326 ", 349 , 583 ," 1,178 "," 1,420 "," 3,011 "," 1,463 "
SEN,15/1/2020,3," 3,467 ", -   , 28 ," 1,238 "," 17,595 ", 346 , 581 , 976 ," 1,495 "," 3,004 "," 1,462 "
SEN,15/1/2020,4," 3,459 ", -   , 29 ," 1,243 "," 16,986 ", 347 , 581 ," 1,083 "," 1,548 "," 2,951 "," 1,462 "
SEN,15/1/2020,5," 3,441 ", -   , 28 ," 1,246 "," 17,148 ", 347 , 582 ," 1,000 "," 1,554 "," 2,924 "," 1,465 "
SEN,15/1/2020,6," 3,207 ", -   , 28 ," 1,247 "," 18,149 ", 347 , 582 ," 1,349 "," 1,555 "," 2,922 "," 1,468 "
SEN,15/1/2020,7," 3,330 ", 0 , 29 ," 1,229 "," 19,757 ", 365 , 584 ," 1,250 "," 1,557 "," 3,080 "," 1,484 "
SEN,15/1/2020,8," 3,419 ", 49 , 28 ," 1,439 "," 20,434 ", 371 , 584 ," 1,398 "," 1,558 "," 3,290 "," 1,502 "
SEN,15/1/2020,9," 3,412 ", 686 , 28 ," 1,667 "," 20,513 ", 375 , 583 ," 1,427 "," 1,560 "," 3,303 "," 1,507 "
SEN,15/1/2020,10," 3,389 "," 1,729 ", 28 ," 1,675 "," 20,332 ", 374 , 581 ," 1,166 "," 1,560 "," 3,358 "," 1,532 "
SEN,15/1/2020,11," 3,531 "," 2,312 ", 28 ," 1,574 "," 20,023 ", 363 , 571 ," 1,203 "," 1,560 "," 3,316 "," 1,518 "
SEN,15/1/2020,12," 3,671 "," 2,590 ", 28 ," 1,508 "," 20,161 ", 365 , 571 ," 1,429 "," 1,559 "," 3,323 "," 1,525 "
SEN,15/1/2020,13," 3,776 "," 2,809 ", 28 ," 1,485 "," 20,010 ", 378 , 572 ," 1,177 "," 1,558 "," 3,326 "," 1,556 "
SEN,15/1/2020,14," 3,871 "," 2,736 ", 28 ," 1,516 "," 20,157 ", 376 , 572 ," 1,624 "," 1,557 "," 3,095 "," 1,567 "
